PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket (prefix),Ticket (number),Nb-cotiket,Fare,Cabin-nb,Cabin-letter,Embarked,Name
381,1,1,female,42,0,0,PC,17757,4,227.525,0,none,C,Miss.
558,0,1,male,29.84760522,0,0,PC,17757,4,227.525,0,none,C,Mr.
701,1,1,female,18,1,0,PC,17757,4,227.525,62,C,C,Mrs.
717,1,1,female,38,0,0,PC,17757,4,227.525,45,C,C,Miss.
308,1,1,female,17,1,0,PC,17758,2,108.9,65,C,C,Mrs.
506,0,1,male,18,1,0,PC,17758,2,108.9,65,C,C,Mr.
98,1,1,male,23,0,1,PC,17759,1,63.3583,10,D,C,Mr.
270,1,1,female,35,0,0,PC,17760,3,135.6333,99,C,S,Miss.
326,1,1,female,36,0,0,PC,17760,3,135.6333,32,C,C,Miss.
374,0,1,male,22,0,0,PC,17760,3,135.6333,0,none,C,Mr.
538,1,1,female,30,0,0,PC,17761,2,106.425,0,none,C,Miss.
545,0,1,male,50,1,0,PC,17761,2,106.425,86,C,C,Mr.
175,0,1,male,56,0,0,none,17764,1,30.6958,7,A,C,Mr.
489,0,3,male,30,0,0,A/5,18509,1,8.05,0,none,S,Mr.
440,0,2,male,31,0,0,C.A.,18723,1,10.5,0,none,S,Mr.
291,1,1,female,26,0,0,none,19877,2,78.85,0,none,S,Miss.
742,0,1,male,36,1,0,none,19877,2,78.85,46,C,S,Mr.
246,0,1,male,44,2,0,none,19928,2,90,78,C,Q,Dr.
413,1,1,female,33,1,0,none,19928,2,90,78,C,Q,Miss.
225,1,1,male,38,1,0,none,19943,2,90,93,C,S,Mr.
487,1,1,female,35,1,0,none,19943,2,90,93,C,S,Mrs.
56,1,1,male,29.84760522,0,0,none,19947,1,35.5,52,C,S,Mr.
28,0,1,male,19,3,2,none,19950,4,263,23,C,S,Mr.
89,1,1,female,23,3,2,none,19950,4,263,23,C,S,Miss.
342,1,1,female,24,3,2,none,19950,4,263,23,C,S,Miss.
439,0,1,male,64,1,4,none,19950,4,263,23,C,S,Mr.
461,1,1,male,48,0,0,none,19952,1,26.55,12,E,S,Mr.
823,0,1,male,38,0,0,none,19972,1,0,0,none,S,Mr.
299,1,1,male,29.84760522,0,0,none,19988,1,30.5,106,C,S,Mr.
670,1,1,female,29.84760522,1,0,none,19996,2,52,126,C,S,Mrs.
713,1,1,male,48,1,0,none,19996,2,52,126,C,S,Mr.
575,0,3,male,16,0,0,A/4,20589,1,8.05,0,none,S,Mr.
1,0,3,male,22,1,0,A/5,21171,1,7.25,0,none,S,Mr.
321,0,3,male,22,0,0,A/5,21172,1,7.25,0,none,S,Mr.
228,0,3,male,20.5,0,0,A/5,21173,1,7.25,0,none,S,Mr.
213,0,3,male,22,0,0,A/5,21174,1,7.25,0,none,S,Mr.
223,0,3,male,51,0,0,none,21440,1,8.05,0,none,S,Mr.
46,0,3,male,29.84760522,0,0,S.C./A.4.,23567,1,8.05,0,none,S,Mr.
690,1,1,female,15,0,1,none,24160,3,211.3375,5,B,S,Miss.
731,1,1,female,29,0,0,none,24160,3,211.3375,5,B,S,Miss.
780,1,1,female,43,0,1,none,24160,3,211.3375,3,B,S,Mrs.
34,0,2,male,66,0,0,C.A.,24579,1,10.5,0,none,S,Mr.
673,0,2,male,70,0,0,C.A.,24580,1,10.5,0,none,S,Mr.
507,1,2,female,33,0,2,none,26360,2,26,0,none,S,Mrs.
531,1,2,female,2,1,1,none,26360,2,26,0,none,S,Miss.
237,0,2,male,44,1,0,none,26707,1,26,0,none,S,Mr.
631,1,1,male,80,0,0,none,27042,1,30,23,A,S,Mr.
124,1,2,female,32.5,0,0,none,27267,1,13,101,E,S,Miss.
388,1,2,female,36,0,0,none,27849,1,13,0,none,S,Miss.
862,0,2,male,21,1,0,none,28134,1,11.5,0,none,S,Mr.
813,0,2,male,35,0,0,none,28206,1,10.5,0,none,S,Mr.
796,0,2,male,39,0,0,none,28213,1,13,0,none,S,Mr.
417,1,2,female,34,1,1,none,28220,1,32.5,0,none,S,Mrs.
419,0,2,male,30,0,0,none,28228,1,13,0,none,S,Mr.
398,0,2,male,46,0,0,none,28403,2,26,0,none,S,Mr.
583,0,2,male,54,0,0,none,28403,2,26,0,none,S,Mr.
192,0,2,male,19,0,0,none,28424,1,13,0,none,S,Mr.
734,0,2,male,23,0,0,none,28425,1,13,0,none,S,Mr.
328,1,2,female,36,0,0,none,28551,1,13,0,D,S,Mrs.
406,0,2,male,34,1,0,none,28664,1,21,0,none,S,Mr.
239,0,2,male,19,0,0,none,28665,1,10.5,0,none,S,Mr.
318,0,2,male,54,0,0,none,29011,1,14,0,none,S,Dr.
595,0,2,male,37,1,0,SC/AH,29037,1,26,0,none,S,Mr.
751,1,2,female,4,1,1,none,29103,1,23,0,none,S,Miss.
530,0,2,male,23,2,1,none,29104,1,11.5,0,none,S,Mr.
775,1,2,female,54,1,3,none,29105,1,23,0,none,S,Mrs.
408,1,2,male,3,1,1,none,29106,3,18.75,0,none,S,Master.
438,1,2,female,24,2,3,none,29106,3,18.75,0,none,S,Mrs.
832,1,2,male,0.83,1,1,none,29106,3,18.75,0,none,S,Master.
758,0,2,male,18,0,0,none,29108,1,11.5,0,none,S,Mr.
135,0,2,male,25,0,0,C.A.,29178,1,13,0,none,S,Mr.
67,1,2,female,29,0,0,C.A.,29395,1,10.5,33,F,S,Mrs.
235,0,2,male,24,0,0,C.A.,29566,1,10.5,0,none,S,Mr.
671,1,2,female,40,1,1,none,29750,2,39,0,none,S,Mrs.
685,0,2,male,60,1,1,none,29750,2,39,0,none,S,Mr.
659,0,2,male,23,0,0,none,29751,1,13,0,none,S,Mr.
57,1,2,female,21,0,0,C.A.,31026,1,10.5,0,none,S,Miss.
477,0,2,male,34,1,0,none,31027,2,21,0,none,S,Mr.
727,1,2,female,30,3,0,none,31027,2,21,0,none,S,Mrs.
620,0,2,male,26,0,0,none,31028,1,10.5,0,none,S,Mr.
347,1,2,female,40,0,0,none,31418,1,13,0,none,S,Miss.
238,1,2,female,8,0,2,C.A.,31921,3,26.25,0,none,S,Miss.
638,0,2,male,31,1,1,C.A.,31921,3,26.25,0,none,S,Mr.
802,1,2,female,31,1,1,C.A.,31921,3,26.25,0,none,S,Mrs.
71,0,2,male,32,0,0,C.A.,33111,1,10.5,0,none,S,Mr.
146,0,2,male,19,1,1,C.A.,33112,2,36.75,0,none,S,Mr.
550,1,2,male,8,1,1,C.A.,33112,2,36.75,0,none,S,Master.
162,1,2,female,40,0,0,C.A.,33595,1,15.75,0,none,S,Mrs.
446,1,1,male,4,0,2,none,33638,1,81.8583,34,A,S,Master.
884,0,2,male,28,0,0,C.A./SOTON,34068,1,10.5,0,none,S,Mr.
718,1,2,female,27,0,0,none,34218,1,10.5,101,E,S,Miss.
426,0,3,male,29.84760522,0,0,A/4,34244,1,7.25,0,none,S,Mr.
517,1,2,female,34,0,0,C.A.,34260,1,10.5,33,F,S,Mrs.
59,1,2,female,5,1,2,C.A.,34651,3,27.75,0,none,S,Miss.
451,0,2,male,36,1,2,C.A.,34651,3,27.75,0,none,S,Mr.
473,1,2,female,33,1,2,C.A.,34651,3,27.75,0,none,S,Mrs.
216,1,1,female,31,1,0,none,35273,1,113.275,36,D,C,Miss.
394,1,1,female,23,1,0,none,35273,2,113.275,36,D,C,Miss.
660,0,1,male,58,0,2,none,35273,2,113.275,48,D,C,Mr.
103,0,1,male,21,0,1,none,35281,2,77.2875,26,D,S,Mr.
125,0,1,male,54,0,1,none,35281,2,77.2875,26,D,S,Mr.
157,1,3,female,16,0,0,none,35851,1,7.7333,0,none,Q,Miss.
698,1,3,female,29.84760522,0,0,none,35852,1,7.7333,0,none,Q,Miss.
469,0,3,male,29.84760522,0,0,none,36209,1,7.725,0,none,Q,Mr.
719,0,3,male,29.84760522,0,0,none,36568,1,15.5,0,none,Q,Mr.
704,0,3,male,25,0,0,none,36864,1,7.7417,0,none,Q,Mr.
779,0,3,male,29.84760522,0,0,none,36865,1,7.7375,0,none,Q,Mr.
728,1,3,female,29.84760522,0,0,none,36866,1,7.7375,0,none,Q,Miss.
319,1,1,female,31,0,2,none,36928,2,164.8667,7,C,S,Miss.
857,1,1,female,45,1,1,none,36928,2,164.8667,0,none,S,Mrs.
497,1,1,female,54,1,0,none,36947,2,78.2667,20,D,C,Miss.
592,1,1,female,52,1,0,none,36947,2,78.2667,20,D,C,Mrs.
626,0,1,male,61,0,0,none,36963,1,32.3208,50,D,S,Mr.
516,0,1,male,47,0,0,none,36967,1,34.0208,46,D,S,Mr.
63,0,1,male,45,1,0,none,36973,2,83.475,83,C,S,Mr.
231,1,1,female,35,1,0,none,36973,2,83.475,83,C,S,Mrs.
349,1,3,male,3,1,1,C.A.,37671,2,15.9,0,none,S,Master.
490,1,3,male,9,1,1,C.A.,37671,2,15.9,0,none,S,Master.
52,0,3,male,21,0,0,A/4,39886,1,7.8,0,none,S,Mr.
495,0,3,male,21,0,0,A/4,45380,1,8.05,0,none,S,Mr.
566,0,3,male,24,2,0,A/4,48871,2,24.15,0,none,S,Mr.
812,0,3,male,39,0,0,A/4,48871,2,24.15,0,none,S,Mr.
122,0,3,male,29.84760522,0,0,A4.,54510,1,8.05,0,none,S,Mr.
625,0,3,male,21,0,0,none,54636,2,16.1,0,none,S,Mr.
736,0,3,male,28.5,0,0,none,54636,2,16.1,0,none,S,Mr.
452,0,3,male,29.84760522,1,0,none,65303,1,19.9667,0,none,S,Mr.
491,0,3,male,29.84760522,1,0,none,65304,1,19.9667,0,none,S,Mr.
445,1,3,male,29.84760522,0,0,none,65306,1,8.1125,0,none,S,Mr.
258,1,1,female,30,0,0,none,110152,3,86.5,77,B,S,Miss.
505,1,1,female,16,0,0,none,110152,3,86.5,79,B,S,Miss.
760,1,1,female,33,0,0,none,110152,3,86.5,77,B,S,the
263,0,1,male,52,1,1,none,110413,3,79.65,67,E,S,Mr.
559,1,1,female,39,1,1,none,110413,3,79.65,67,E,S,Mrs.
586,1,1,female,18,0,2,none,110413,3,79.65,68,E,S,Miss.
111,0,1,male,47,0,0,none,110465,2,52,110,C,S,Mr.
476,0,1,male,29.84760522,0,0,none,110465,2,52,14,A,S,Mr.
431,1,1,male,28,0,0,none,110564,1,26.55,52,C,S,Mr.
367,1,1,female,60,1,0,none,110813,1,75.25,37,D,C,Mrs.
171,0,1,male,61,0,0,none,111240,1,33.5,19,B,S,Mr.
463,0,1,male,47,0,0,none,111320,1,38.5,63,E,S,Mr.
330,1,1,female,16,0,1,none,111361,2,57.9792,18,B,C,Miss.
524,1,1,female,44,0,1,none,111361,2,57.9792,18,B,C,Mrs.
890,1,1,male,26,0,0,none,111369,1,30,148,C,C,Mr.
605,1,1,male,35,0,0,none,111426,1,26.55,0,none,C,Mr.
508,1,1,male,29.84760522,0,0,none,111427,1,26.55,0,none,S,Mr.
188,1,1,male,45,0,0,none,111428,1,26.55,0,none,S,Mr.
807,0,1,male,39,0,0,none,112050,1,0,36,A,S,Mr.
634,0,1,male,29.84760522,0,0,none,112052,1,0,0,none,S,Mr.
888,1,1,female,19,0,0,none,112053,1,30,42,B,S,Miss.
816,0,1,male,29.84760522,0,0,none,112058,1,0,102,B,S,Mr.
264,0,1,male,40,0,0,none,112059,1,0,94,B,S,Mr.
210,1,1,male,40,0,0,none,112277,1,31,31,A,C,Mr.
767,0,1,male,29.84760522,0,0,none,112379,1,39.6,0,none,C,Dr.
712,0,1,male,29.84760522,0,0,none,113028,1,26.55,124,C,S,Mr.
332,0,1,male,45.5,0,0,none,113043,1,28.5,124,C,S,Mr.
537,0,1,male,45,0,0,none,113050,1,26.55,38,B,S,Major.
453,0,1,male,30,0,0,none,113051,1,27.75,111,C,C,Mr.
858,1,1,male,51,0,0,none,113055,1,26.55,17,E,S,Mr.
285,0,1,male,29.84760522,0,0,none,113056,1,26,19,A,S,Mr.
84,0,1,male,28,0,0,none,113059,1,47.1,0,none,S,Mr.
783,0,1,male,29,0,0,none,113501,1,30,6,D,S,Mr.
378,0,1,male,27,0,2,none,113503,1,211.5,82,C,C,Mr.
167,1,1,female,29.84760522,0,1,none,113505,2,55,33,E,S,Mrs.
357,1,1,female,22,0,1,none,113505,2,55,33,E,S,Miss.
55,0,1,male,65,0,1,none,113509,1,61.9792,30,B,C,Mr.
352,0,1,male,29.84760522,0,0,none,113510,1,35,128,C,S,Mr.
253,0,1,male,62,0,0,none,113514,1,26.55,87,C,S,Mr.
62,1,1,female,38,0,0,none,113572,2,80,28,B,,Miss.
830,1,1,female,62,0,0,none,113572,2,80,28,B,,Mrs.
391,1,1,male,36,1,2,none,113760,4,120,96,B,S,Mr.
436,1,1,female,14,1,2,none,113760,4,120,96,B,S,Miss.
764,1,1,female,36,1,2,none,113760,4,120,96,B,S,Mrs.
803,1,1,male,11,1,2,none,113760,4,120,96,B,S,Master.
186,0,1,male,29.84760522,0,0,none,113767,1,50,32,A,S,Mr.
749,0,1,male,19,1,0,none,113773,1,53.1,30,D,S,Mr.
152,1,1,female,22,1,0,none,113776,2,66.6,2,C,S,Mrs.
337,0,1,male,29,1,0,none,113776,2,66.6,2,C,S,Mr.
298,0,1,female,2,1,2,none,113781,4,151.55,22,C,S,Miss.
306,1,1,male,0.92,1,2,none,113781,4,151.55,22,C,S,Master.
499,0,1,female,25,1,2,none,113781,4,151.55,22,C,S,Mrs.
709,1,1,female,22,0,0,none,113781,4,151.55,0,none,S,Miss.
12,1,1,female,58,0,0,none,113783,1,26.55,103,C,S,Miss.
340,0,1,male,45,0,0,none,113784,1,35.5,0,T,S,Mr.
450,1,1,male,52,0,0,none,113786,1,30.5,104,C,S,Major.
493,0,1,male,55,0,0,none,113787,1,30.5,30,C,S,Mr.
24,1,1,male,28,0,0,none,113788,1,35.5,6,A,S,Mr.
36,0,1,male,42,1,0,none,113789,2,52,0,none,S,Mr.
384,1,1,female,35,1,0,none,113789,2,52,0,none,S,Mrs.
468,0,1,male,56,0,0,none,113792,1,26.55,0,none,S,Mr.
448,1,1,male,34,0,0,none,113794,1,26.55,0,none,S,Mr.
603,0,1,male,29.84760522,0,0,none,113796,1,42.4,0,none,S,Mr.
271,0,1,male,29.84760522,0,0,none,113798,2,31,0,none,S,Mr.
843,1,1,female,30,0,0,none,113798,2,31,0,none,C,Miss.
695,0,1,male,60,0,0,none,113800,1,26.55,0,none,S,Col.
4,1,1,female,35,1,0,none,113803,2,53.1,123,C,S,Mrs.
138,0,1,male,37,1,0,none,113803,2,53.1,123,C,S,Mr.
608,1,1,male,27,0,0,none,113804,1,30.5,0,none,S,Mr.
725,1,1,male,27,1,0,none,113806,2,53.1,8,E,S,Mr.
810,1,1,female,33,1,0,none,113806,2,53.1,8,E,S,Mrs.
556,0,1,male,62,0,0,none,113807,1,26.55,0,none,S,Mr.
887,0,2,male,27,0,0,none,211536,1,13,0,none,S,Rev.
563,0,2,male,28,0,0,none,218629,1,13.5,0,none,S,Mr.
627,0,2,male,57,0,0,none,219533,1,12.35,0,none,Q,Rev.
222,0,2,male,27,0,0,none,220367,1,13,0,none,S,Mr.
616,1,2,female,24,1,2,none,220845,2,65,0,none,S,Miss.
755,1,2,female,48,1,2,none,220845,2,65,0,none,S,Mrs.
707,1,2,female,45,0,0,none,223596,1,13.5,0,none,S,Mrs.
304,1,2,female,29.84760522,0,0,none,226593,1,12.35,101,E,Q,Miss.
519,1,2,female,36,1,0,none,226875,1,26,0,none,S,Mrs.
134,1,2,female,29,1,0,none,228414,1,26,0,none,S,Mrs.
345,0,2,male,36,0,0,none,229236,1,13,0,none,S,Mr.
149,0,2,male,36.5,0,2,none,230080,3,26,2,F,S,Mr.
194,1,2,male,3,1,1,none,230080,3,26,2,F,S,Master.
341,1,2,male,2,1,1,none,230080,3,26,2,F,S,Master.
184,1,2,male,1,2,1,none,230136,2,39,4,F,S,Master.
619,1,2,female,4,2,1,none,230136,2,39,4,F,S,Miss.
260,1,2,female,50,0,1,none,230433,2,26,0,none,S,Mrs.
881,1,2,female,25,0,1,none,230433,2,26,0,none,S,Mrs.
444,1,2,female,28,0,0,none,230434,1,13,0,none,S,Ms.
99,1,2,female,34,0,1,none,231919,2,23,0,none,S,Mrs.
652,1,2,female,18,0,1,none,231919,2,23,0,none,S,Miss.
145,0,2,male,18,0,0,none,231945,1,11.5,0,none,S,Mr.
735,0,2,male,23,0,0,none,233639,1,13,0,none,S,Mr.
865,0,2,male,24,0,0,none,233866,1,13,0,none,S,Mr.
464,0,2,male,48,0,0,none,234360,1,13,0,none,S,Mr.
191,1,2,female,32,0,0,none,234604,1,13,0,none,S,Mrs.
667,0,2,male,25,0,0,none,234686,1,13,0,none,S,Mr.
323,1,2,female,30,0,0,none,234818,1,12.35,0,none,Q,Miss.
229,0,2,male,18,0,0,none,236171,1,13,0,none,S,Mr.
866,1,2,female,42,0,0,none,236852,1,13,0,none,S,Mrs.
729,0,2,male,25,1,0,none,236853,1,26,0,none,S,Mr.
233,0,2,male,59,0,0,none,237442,1,13.5,0,none,S,Mr.
587,0,2,male,47,0,0,none,237565,1,15,0,none,S,Mr.
636,1,2,female,28,0,0,none,237668,1,13,0,none,S,Miss.
358,0,2,female,38,0,0,none,237671,1,13,0,none,S,Miss.
10,1,2,female,14,1,0,none,237736,2,30.0708,0,none,C,Mrs.
123,0,2,male,32.5,1,0,none,237736,2,30.0708,0,none,C,Mr.
581,1,2,female,25,1,1,none,237789,1,30,0,none,S,Miss.
289,1,2,male,42,0,0,none,237798,1,13,0,none,S,Mr.
278,0,2,male,29.84760522,0,0,none,239853,3,0,0,none,S,Mr.
414,0,2,male,29.84760522,0,0,none,239853,3,0,0,none,S,Mr.
467,0,2,male,29.84760522,0,0,none,239853,3,0,0,none,S,Mr.
482,0,2,male,29.84760522,0,0,none,239854,1,0,0,none,S,Mr.
733,0,2,male,29.84760522,0,0,none,239855,1,0,0,none,S,Mr.
675,0,2,male,29.84760522,0,0,none,239856,1,0,0,none,S,Mr.
21,0,2,male,35,0,0,none,239865,2,26,0,none,S,Mr.
792,0,2,male,16,0,0,none,239865,2,26,0,none,S,Mr.
400,1,2,female,28,0,0,none,240929,1,12.65,0,none,S,Mrs.
218,0,2,male,42,1,0,none,243847,2,27,0,none,S,Mr.
601,1,2,female,24,2,1,none,243847,2,27,0,none,S,Mrs.
577,1,2,female,34,0,0,none,243880,1,13,0,none,S,Miss.
250,0,2,male,54,1,0,none,244252,2,26,0,none,S,Rev.
855,0,2,female,44,1,0,none,244252,2,26,0,none,S,Mrs.
674,1,2,male,31,0,0,none,244270,1,13,0,none,S,Mr.
399,0,2,male,23,0,0,none,244278,1,10.5,0,none,S,Dr.
150,0,2,male,42,0,0,none,244310,1,13,0,none,S,Rev.
552,0,2,male,27,0,0,none,244358,1,26,0,none,S,Mr.
344,0,2,male,25,0,0,none,244361,1,13,0,none,S,Mr.
100,0,2,male,34,1,0,none,244367,2,26,0,none,S,Mr.
317,1,2,female,24,1,0,none,244367,2,26,0,none,S,Mrs.
18,1,2,male,29.84760522,0,0,none,244373,1,13,0,none,S,Mr.
22,1,2,male,34,0,0,none,248698,1,13,56,D,S,Mr.
16,1,2,female,55,0,0,none,248706,1,16,0,none,S,Mrs.
809,0,2,male,39,0,0,none,248723,1,13,0,none,S,Mr.
597,1,2,female,29.84760522,0,0,none,248727,3,33,0,none,S,Miss.
721,1,2,female,6,0,1,none,248727,3,33,0,none,S,Miss.
849,0,2,male,28,0,1,none,248727,3,33,0,none,S,Rev.
696,0,2,male,52,0,0,none,248731,1,13.5,0,none,S,Mr.
346,1,2,female,24,0,0,none,248733,1,13,33,F,S,Miss.
79,1,2,male,0.83,0,2,none,248738,2,29,0,none,S,Master.
324,1,2,female,22,1,1,none,248738,2,29,0,none,S,Mrs.
343,0,2,male,28,0,0,none,248740,1,13,0,none,S,Mr.
200,0,2,female,24,0,0,none,248747,1,13,0,none,S,Miss.
724,0,2,male,50,0,0,none,250643,1,13,0,none,S,Mr.
273,1,2,female,41,0,1,none,250644,2,19.5,0,none,S,Mrs.
447,1,2,female,13,0,1,none,250644,2,19.5,0,none,S,Miss.
214,0,2,male,30,0,0,none,250646,1,13,0,none,S,Mr.
715,0,2,male,52,0,0,none,250647,1,13,0,none,S,Mr.
801,0,2,male,34,0,0,none,250647,1,13,0,none,S,Mr.
748,1,2,female,30,0,0,none,250648,1,13,0,none,S,Miss.
248,1,2,female,24,0,2,none,250649,2,14.5,0,none,S,Mrs.
756,1,2,male,0.67,1,1,none,250649,2,14.5,0,none,S,Master.
313,0,2,female,26,1,1,none,250651,1,26,0,none,S,Mrs.
418,1,2,female,18,0,2,none,250652,1,13,0,none,S,Miss.
179,0,2,male,30,0,0,none,250653,1,13,0,none,S,Mr.
428,1,2,female,19,0,0,none,250655,2,26,0,none,S,Miss.
706,0,2,male,39,0,0,none,250655,2,26,0,none,S,Mr.
155,0,3,male,29.84760522,0,0,Fa,265302,1,7.3125,0,none,S,Mr.
108,1,3,male,29.84760522,0,0,none,312991,1,7.775,0,none,S,Mr.
409,0,3,male,21,0,0,none,312992,1,7.775,0,none,S,Mr.
668,0,3,male,29.84760522,0,0,none,312993,1,7.775,0,none,S,Mr.
159,0,3,male,29.84760522,0,0,none,315037,1,8.6625,0,none,S,Mr.
423,0,3,male,29,0,0,none,315082,1,7.875,0,none,S,Mr.
535,0,3,female,30,0,0,none,315084,1,8.6625,0,none,S,Miss.
501,0,3,male,17,0,0,none,315086,1,8.6625,0,none,S,Mr.
350,0,3,male,42,0,0,none,315088,1,8.6625,0,none,S,Mr.
472,0,3,male,38,0,0,none,315089,1,8.6625,0,none,S,Mr.
845,0,3,male,17,0,0,none,315090,1,8.6625,0,none,S,Mr.
164,0,3,male,17,0,0,none,315093,1,8.6625,0,none,S,Mr.
726,0,3,male,20,0,0,none,315094,1,8.6625,0,none,S,Mr.
405,0,3,female,20,0,0,none,315096,1,8.6625,0,none,S,Miss.
837,0,3,male,21,0,0,none,315097,1,8.6625,0,none,S,Mr.
822,1,3,male,27,0,0,none,315098,1,8.6625,0,none,S,Mr.
70,0,3,male,26,2,0,none,315151,1,8.6625,0,none,S,Mr.
185,1,3,female,4,0,2,none,315153,1,22.025,0,none,S,Miss.
471,0,3,male,29.84760522,0,0,none,323592,1,7.25,0,none,S,Mr.
373,0,3,male,19,0,0,none,323951,1,8.05,0,none,S,Mr.
