PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket (prefix),Ticket (number),Nb-cotiket,Fare,Cabin-nb,Cabin-letter,Embarked,Name
113,0,3,male,22,0,0,none,324669,1,8.05,0,none,S,Mr.
6,0,3,male,29.84760522,0,0,none,330877,1,8.4583,0,none,Q,Mr.
503,0,3,female,29.84760522,0,0,none,330909,1,7.6292,0,none,Q,Miss.
654,1,3,female,29.84760522,0,0,none,330919,1,7.8292,0,none,Q,Miss.
23,1,3,female,15,0,0,none,330923,1,8.0292,0,none,Q,Miss.
359,1,3,female,29.84760522,0,0,none,330931,1,7.8792,0,none,Q,Miss.
83,1,3,female,29.84760522,0,0,none,330932,1,7.7875,0,none,Q,Miss.
681,0,3,female,29.84760522,0,0,none,330935,1,8.1375,0,none,Q,Miss.
45,1,3,female,19,0,0,none,330958,1,7.8792,0,none,Q,Miss.
29,1,3,female,29.84760522,0,0,none,330959,1,7.8792,0,none,Q,Miss.
553,0,3,male,29.84760522,0,0,none,330979,1,7.8292,0,none,Q,Mr.
360,1,3,female,29.84760522,0,0,none,330980,1,7.8792,0,none,Q,Miss.
630,0,3,male,29.84760522,0,0,none,334912,1,7.7333,0,none,Q,Mr.
750,0,3,male,31,0,0,none,335097,1,7.75,0,none,Q,Mr.
33,1,3,female,29.84760522,0,0,none,335677,1,7.75,0,none,Q,Miss.
281,0,3,male,65,0,0,none,336439,1,7.75,0,none,Q,Mr.
402,0,3,male,26,0,0,none,341826,2,8.05,0,none,S,Mr.
677,0,3,male,24.5,0,0,none,342826,2,8.05,0,none,S,Mr.
416,0,3,female,29.84760522,0,0,none,343095,1,8.05,0,none,S,Mrs.
107,1,3,female,21,0,0,none,343120,1,7.65,0,none,S,Miss.
90,0,3,male,24,0,0,none,343275,1,8.05,0,none,S,Mr.
91,0,3,male,29,0,0,none,343276,1,8.05,0,none,S,Mr.
327,0,3,male,61,0,0,none,345364,1,6.2375,0,none,S,Mr.
560,1,3,female,36,1,0,none,345572,1,17.4,0,none,S,Mrs.
19,0,3,female,31,1,0,none,345763,1,18,0,none,S,Mrs.
39,0,3,female,18,2,0,none,345764,2,18,0,none,S,Miss.
334,0,3,male,16,2,0,none,345764,2,18,0,none,S,Mr.
874,0,3,male,47,0,0,none,345765,1,9,0,none,S,Mr.
81,0,3,male,22,0,0,none,345767,1,9,0,none,S,Mr.
442,0,3,male,20,0,0,none,345769,1,9.5,0,none,S,Mr.
201,0,3,male,28,0,0,none,345770,1,9.5,0,none,S,Mr.
420,0,3,female,10,0,2,none,345773,4,24.15,0,none,S,Miss.
596,0,3,male,36,1,1,none,345773,4,24.15,0,none,S,Mr.
800,0,3,female,30,1,1,none,345773,4,24.15,0,none,S,Mrs.
287,1,3,male,30,0,0,none,345774,1,9.5,0,none,S,Mr.
869,0,3,male,29.84760522,0,0,none,345777,1,9.5,0,none,S,Mr.
283,0,3,male,16,0,0,none,345778,1,9.5,0,none,S,Mr.
82,1,3,male,29,0,0,none,345779,1,9.5,0,none,S,Mr.
753,0,3,male,33,0,0,none,345780,1,9.5,0,none,S,Mr.
771,0,3,male,24,0,0,none,345781,1,9.5,0,none,S,Mr.
356,0,3,male,28,0,0,none,345783,1,9.5,0,none,S,Mr.
206,0,3,female,2,0,1,none,347054,2,10.4625,6,G,S,Miss.
252,0,3,female,29,1,1,none,347054,2,10.4625,6,G,S,Mrs.
852,0,3,male,74,0,0,none,347060,1,7.775,0,none,S,Mr.
130,0,3,male,45,0,0,none,347061,1,6.975,0,none,S,Mr.
720,0,3,male,33,0,0,none,347062,1,7.775,0,none,S,Mr.
806,0,3,male,31,0,0,none,347063,1,7.775,0,none,S,Mr.
407,0,3,male,51,0,0,none,347064,1,7.75,0,none,S,Mr.
232,0,3,male,29,0,0,none,347067,1,7.775,0,none,S,Mr.
163,0,3,male,26,0,0,none,347068,1,7.775,0,none,S,Mr.
380,0,3,male,19,0,0,none,347069,1,7.775,0,none,S,Mr.
247,0,3,female,25,0,0,none,347071,1,7.775,0,none,S,Miss.
277,0,3,female,45,0,0,none,347073,1,7.75,0,none,S,Miss.
765,0,3,male,16,0,0,none,347074,1,7.775,0,none,S,Mr.
443,0,3,male,25,1,0,none,347076,1,7.775,0,none,S,Mr.
26,1,3,female,38,1,5,none,347077,4,31.3875,0,none,S,Mrs.
183,0,3,male,9,4,2,none,347077,4,31.3875,0,none,S,Master.
234,1,3,female,5,4,2,none,347077,4,31.3875,0,none,S,Miss.
262,1,3,male,3,4,2,none,347077,4,31.3875,0,none,S,Master.
776,0,3,male,18,0,0,none,347078,1,7.75,0,none,S,Mr.
424,0,3,female,28,1,1,none,347080,2,14.4,0,none,S,Mrs.
617,0,3,male,34,1,1,none,347080,2,14.4,0,none,S,Mr.
142,1,3,female,22,0,0,none,347081,1,7.75,0,none,S,Miss.
14,0,3,male,39,1,5,none,347082,7,31.275,0,none,S,Mr.
120,0,3,female,2,4,2,none,347082,7,31.275,0,none,S,Miss.
542,0,3,female,9,4,2,none,347082,7,31.275,0,none,S,Miss.
543,0,3,female,11,4,2,none,347082,7,31.275,0,none,S,Miss.
611,0,3,female,39,1,5,none,347082,7,31.275,0,none,S,Mrs.
814,0,3,female,6,4,2,none,347082,7,31.275,0,none,S,Miss.
851,0,3,male,4,4,2,none,347082,7,31.275,0,none,S,Master.
268,1,3,male,25,1,0,none,347083,1,7.775,0,none,S,Mr.
555,1,3,female,22,0,0,none,347085,1,7.775,0,none,S,Miss.
808,0,3,female,18,0,0,none,347087,1,7.775,0,none,S,Miss.
64,0,3,male,4,3,2,none,347088,6,27.9,0,none,S,Master.
168,0,3,female,45,1,4,none,347088,6,27.9,0,none,S,Mrs.
361,0,3,male,40,1,4,none,347088,6,27.9,0,none,S,Mr.
635,0,3,female,9,3,2,none,347088,6,27.9,0,none,S,Miss.
643,0,3,female,2,3,2,none,347088,6,27.9,0,none,S,Miss.
820,0,3,male,10,3,2,none,347088,6,27.9,0,none,S,Master.
805,1,3,male,27,0,0,none,347089,1,6.975,0,none,S,Mr.
282,0,3,male,28,0,0,none,347464,1,7.8542,0,none,S,Mr.
92,0,3,male,20,0,0,none,347466,1,7.8542,0,none,S,Mr.
834,0,3,male,23,0,0,none,347468,1,7.8542,0,none,S,Mr.
316,1,3,female,26,0,0,none,347470,1,7.8542,0,none,S,Miss.
9,1,3,female,27,0,2,none,347742,3,11.1333,0,none,S,Mrs.
173,1,3,female,1,1,1,none,347742,3,11.1333,0,none,S,Miss.
870,1,3,male,4,1,1,none,347742,3,11.1333,0,none,S,Master.
632,0,3,male,51,0,0,none,347743,1,7.0542,0,none,S,Mr.
700,0,3,male,42,0,0,none,348121,1,7.65,0,F,S,Mr.
76,0,3,male,25,0,0,none,348123,1,7.65,73,F,S,Mr.
716,0,3,male,19,0,0,none,348124,1,7.65,73,F,S,Mr.
739,0,3,male,29.84760522,0,0,none,349201,1,7.8958,0,none,S,Mr.
795,0,3,male,25,0,0,none,349203,1,7.8958,0,none,S,Mr.
754,0,3,male,23,0,0,none,349204,1,7.8958,0,none,S,Mr.
567,0,3,male,19,0,0,none,349205,1,7.8958,0,none,S,Mr.
288,0,3,male,22,0,0,none,349206,1,7.8958,0,none,S,Mr.
106,0,3,male,28,0,0,none,349207,1,7.8958,0,none,S,Mr.
77,0,3,male,29.84760522,0,0,none,349208,1,7.8958,0,none,S,Mr.
515,0,3,male,24,0,0,none,349209,1,7.4958,0,none,S,Mr.
664,0,3,male,36,0,0,none,349210,1,7.4958,0,none,S,Mr.
878,0,3,male,19,0,0,none,349212,1,7.8958,0,none,S,Mr.
848,0,3,male,35,0,0,none,349213,1,7.8958,0,none,C,Mr.
602,0,3,male,29.84760522,0,0,none,349214,1,7.8958,0,none,S,Mr.
102,0,3,male,29.84760522,0,0,none,349215,1,7.8958,0,none,S,Mr.
30,0,3,male,29.84760522,0,0,none,349216,1,7.8958,0,none,S,Mr.
879,0,3,male,29.84760522,0,0,none,349217,1,7.8958,0,none,S,Mr.
740,0,3,male,29.84760522,0,0,none,349218,1,7.8958,0,none,S,Mr.
322,0,3,male,27,0,0,none,349219,1,7.8958,0,none,S,Mr.
651,0,3,male,29.84760522,0,0,none,349221,1,7.8958,0,none,S,Mr.
411,0,3,male,29.84760522,0,0,none,349222,1,7.8958,0,none,S,Mr.
657,0,3,male,29.84760522,0,0,none,349223,1,7.8958,0,none,S,Mr.
629,0,3,male,26,0,0,none,349224,1,7.8958,0,none,S,Mr.
336,0,3,male,29.84760522,0,0,none,349225,1,7.8958,0,none,S,Mr.
385,0,3,male,29.84760522,0,0,none,349227,1,7.8958,0,none,S,Mr.
688,0,3,male,19,0,0,none,349228,1,10.1708,0,none,S,Mr.
647,0,3,male,19,0,0,none,349231,1,7.8958,0,none,S,Mr.
295,0,3,male,24,0,0,none,349233,1,7.8958,0,none,S,Mr.
224,0,3,male,29.84760522,0,0,none,349234,1,7.8958,0,none,S,Mr.
294,0,3,female,24,0,0,none,349236,1,8.85,0,none,S,Miss.
50,0,3,female,18,1,0,none,349237,2,17.8,0,none,S,Mrs.
354,0,3,male,25,1,0,none,349237,2,17.8,0,none,S,Mr.
286,0,3,male,33,0,0,none,349239,1,8.6625,0,none,C,Mr.
456,1,3,male,29,0,0,none,349240,1,7.8958,0,none,C,Mr.
131,0,3,male,33,0,0,none,349241,1,7.8958,0,none,C,Mr.
520,0,3,male,32,0,0,none,349242,1,7.8958,0,none,S,Mr.
314,0,3,male,28,0,0,none,349243,1,7.8958,0,none,S,Mr.
798,1,3,female,31,0,0,none,349244,1,8.6833,0,none,S,Mrs.
101,0,3,female,28,0,0,none,349245,1,7.8958,0,none,S,Miss.
607,0,3,male,30,0,0,none,349246,1,7.8958,0,none,S,Mr.
190,0,3,male,36,0,0,none,349247,1,7.8958,0,none,S,Mr.
871,0,3,male,26,0,0,none,349248,1,7.8958,0,none,S,Mr.
109,0,3,male,38,0,0,none,349249,1,7.8958,0,none,S,Mr.
562,0,3,male,40,0,0,none,349251,1,7.8958,0,none,S,Mr.
522,0,3,male,22,0,0,none,349252,1,7.8958,0,none,S,Mr.
43,0,3,male,29.84760522,0,0,none,349253,1,7.8958,0,none,C,Mr.
421,0,3,male,29.84760522,0,0,none,349254,1,7.8958,0,none,C,Mr.
692,1,3,female,4,0,1,none,349256,1,13.4167,0,none,C,Miss.
882,0,3,male,33,0,0,none,349257,1,7.8958,0,none,S,Mr.
8,0,3,male,2,3,1,none,349909,4,21.075,0,none,S,Master.
25,0,3,female,8,3,1,none,349909,4,21.075,0,none,S,Miss.
375,0,3,female,3,3,1,none,349909,4,21.075,0,none,S,Miss.
568,0,3,female,29,0,4,none,349909,4,21.075,0,none,S,Mrs.
606,0,3,male,36,1,0,none,349910,1,15.55,0,none,S,Mr.
676,0,3,male,18,0,0,none,349912,1,7.775,0,none,S,Mr.
705,0,3,male,26,1,0,none,350025,1,7.8542,0,none,S,Mr.
861,0,3,male,41,2,0,none,350026,1,14.1083,0,none,S,Mr.
624,0,3,male,21,0,0,none,350029,1,7.8542,0,none,S,Mr.
392,1,3,male,21,0,0,none,350034,1,7.7958,0,none,S,Mr.
500,0,3,male,24,0,0,none,350035,1,7.7958,0,none,S,Mr.
689,0,3,male,18,0,0,none,350036,1,7.7958,0,none,S,Mr.
757,0,3,male,28,0,0,none,350042,1,7.7958,0,none,S,Mr.
147,1,3,male,27,0,0,none,350043,1,7.7958,0,none,S,Mr.
193,1,3,female,19,1,0,none,350046,1,7.8542,0,none,S,Miss.
772,0,3,male,48,0,0,none,350047,1,7.8542,0,none,S,Mr.
722,0,3,male,17,1,0,none,350048,1,7.0542,0,none,S,Mr.
641,0,3,male,20,0,0,none,350050,1,7.8542,0,none,S,Mr.
396,0,3,male,22,0,0,none,350052,1,7.7958,0,none,S,Mr.
479,0,3,male,22,0,0,none,350060,1,7.5208,0,none,S,Mr.
176,0,3,male,18,1,1,none,350404,1,7.8542,0,none,S,Mr.
15,0,3,female,14,0,0,none,350406,1,7.8542,0,none,S,Miss.
397,0,3,female,31,0,0,none,350407,1,7.8542,0,none,S,Miss.
570,1,3,male,32,0,0,none,350417,1,7.8542,0,none,S,Mr.
576,0,3,male,19,0,0,none,358585,2,14.5,0,none,S,Mr.
761,0,3,male,29.84760522,0,0,none,358585,2,14.5,0,none,S,Mr.
251,0,3,male,29.84760522,0,0,none,362316,1,7.25,0,none,S,Mr.
166,1,3,male,9,0,2,none,363291,3,20.525,0,none,S,Master.
329,1,3,female,31,1,1,none,363291,3,20.525,0,none,S,Mrs.
549,0,3,male,33,1,1,none,363291,3,20.525,0,none,S,Mr.
759,0,3,male,34,0,0,none,363294,1,8.05,0,none,S,Mr.
697,0,3,male,44,0,0,none,363592,1,8.05,0,none,S,Mr.
539,0,3,male,29.84760522,0,0,none,364498,1,14.5,0,none,S,Mr.
815,0,3,male,30.5,0,0,none,364499,1,8.05,0,none,S,Mr.
95,0,3,male,59,0,0,none,364500,1,7.25,0,none,S,Mr.
462,0,3,male,34,0,0,none,364506,1,8.05,0,none,S,Mr.
604,0,3,male,44,0,0,none,364511,1,8.05,0,none,S,Mr.
615,0,3,male,35,0,0,none,364512,1,8.05,0,none,S,Mr.
80,1,3,female,30,0,0,none,364516,2,12.475,0,none,S,Miss.
778,1,3,female,5,0,0,none,364516,2,12.475,0,none,S,Miss.
502,0,3,female,21,0,0,none,364846,1,7.75,0,none,Q,Miss.
594,0,3,female,29.84760522,0,2,none,364848,1,7.75,0,none,Q,Miss.
189,0,3,male,40,1,1,none,364849,2,15.5,0,none,Q,Mr.
658,0,3,female,32,1,1,none,364849,2,15.5,0,none,Q,Mrs.
768,0,3,female,30.5,0,0,none,364850,1,7.75,0,none,Q,Miss.
429,0,3,male,29.84760522,0,0,none,364851,1,7.75,0,none,Q,Mr.
144,0,3,male,19,0,0,none,365222,1,6.75,0,none,Q,Mr.
655,0,3,female,18,0,0,none,365226,3,6.75,0,none,Q,Miss.
302,1,3,male,29.84760522,2,0,none,367226,3,23.25,0,none,Q,Mr.
331,1,3,female,29.84760522,2,0,none,367226,3,23.25,0,none,Q,Miss.
829,1,3,male,29.84760522,0,0,none,367228,1,7.75,0,none,Q,Mr.
215,0,3,male,29.84760522,1,0,none,367229,1,7.75,0,none,Q,Mr.
242,1,3,female,29.84760522,1,0,none,367230,2,15.5,0,none,Q,Miss.
613,1,3,female,29.84760522,1,0,none,367230,2,15.5,0,none,Q,Miss.
209,1,3,female,16,0,0,none,367231,1,7.75,0,none,Q,Miss.
526,0,3,male,40.5,0,0,none,367232,1,7.75,0,none,Q,Mr.
389,0,3,male,29.84760522,0,0,none,367655,1,7.7292,0,none,Q,Mr.
826,0,3,male,29.84760522,0,0,none,368323,1,6.95,0,none,Q,Mr.
197,0,3,male,29.84760522,0,0,none,368703,1,7.75,0,none,Q,Mr.
255,0,3,female,41,0,2,none,370129,2,20.2125,0,none,S,Mrs.
425,0,3,male,18,1,1,none,370129,2,20.2125,0,none,S,Mr.
187,1,3,female,29.84760522,1,0,none,370365,2,15.5,0,none,Q,Mrs.
365,0,3,male,29.84760522,1,0,none,370365,2,15.5,0,none,Q,Mr.
117,0,3,male,70.5,0,0,none,370369,1,7.75,0,none,Q,Mr.
199,1,3,female,29.84760522,0,0,none,370370,1,7.75,0,none,Q,Miss.
47,0,3,male,29.84760522,1,0,none,370371,1,15.5,0,none,Q,Mr.
127,0,3,male,29.84760522,0,0,none,370372,1,7.75,0,none,Q,Mr.
290,1,3,female,22,0,0,none,370373,1,7.75,0,none,Q,Miss.
275,1,3,female,29.84760522,0,0,none,370375,1,7.75,0,none,Q,Miss.
891,0,3,male,32,0,0,none,370376,1,7.75,0,none,Q,Mr.
614,0,3,male,29.84760522,0,0,none,370377,1,7.75,0,none,Q,Mr.
460,0,3,male,29.84760522,0,0,none,371060,1,7.75,0,none,Q,Mr.
110,1,3,female,29.84760522,1,0,none,371110,3,24.15,0,none,Q,Miss.
518,0,3,male,29.84760522,0,0,none,371110,3,24.15,0,none,Q,Mr.
769,0,3,male,29.84760522,1,0,none,371110,3,24.15,0,none,Q,Mr.
161,0,3,male,44,0,1,none,371362,1,16.1,0,none,S,Mr.
561,0,3,male,29.84760522,0,0,none,372622,1,7.75,0,none,Q,Mr.
5,0,3,male,35,0,0,none,373450,1,8.05,0,none,S,Mr.
78,0,3,male,29.84760522,0,0,none,374746,1,8.05,0,none,S,Mr.
786,0,3,male,25,0,0,none,374887,1,7.25,0,none,S,Mr.
96,0,3,male,29.84760522,0,0,none,374910,1,8.05,0,none,S,Mr.
432,1,3,female,29.84760522,1,0,none,376564,2,16.1,0,none,S,Mrs.
640,0,3,male,29.84760522,1,0,none,376564,2,16.1,0,none,S,Mr.
744,0,3,male,24,1,0,none,376566,1,16.1,0,none,S,Mr.
265,0,3,female,29.84760522,0,0,none,382649,1,7.75,0,none,Q,Miss.
511,1,3,male,29,0,0,none,382651,1,7.75,0,none,Q,Mr.
17,0,3,male,2,4,1,none,382652,5,29.125,0,none,Q,Master.
172,0,3,male,4,4,1,none,382652,5,29.125,0,none,Q,Master.
279,0,3,male,7,4,1,none,382652,5,29.125,0,none,Q,Master.
788,0,3,male,8,4,1,none,382652,5,29.125,0,none,Q,Master.
886,0,3,female,39,0,5,none,382652,5,29.125,0,none,Q,Mrs.
777,0,3,male,29.84760522,0,0,none,383121,1,7.75,38,F,Q,Mr.
261,0,3,male,29.84760522,0,0,none,384461,1,7.75,0,none,Q,Mr.
348,1,3,female,29.84760522,1,0,none,386525,1,16.1,0,none,S,Mrs.
885,0,3,male,25,0,0,SOTON/OQ,392076,1,7.05,0,none,S,Mr.
430,1,3,male,32,0,0,SOTON/O.Q.,392078,1,8.05,10,E,S,Mr.
564,0,3,male,29.84760522,0,0,SOTON/OQ,392082,1,8.05,0,none,S,Mr.
88,0,3,male,29.84760522,0,0,SOTON/OQ,392086,1,8.05,0,none,S,Mr.
565,0,3,female,29.84760522,0,0,SOTON/O.Q.,392087,1,8.05,0,none,S,Miss.
221,1,3,male,16,0,0,SOTON/OQ,392089,1,8.05,0,none,S,Mr.
158,0,3,male,30,0,0,SOTON/OQ,392090,1,8.05,0,none,S,Mr.
856,1,3,female,18,0,1,none,392091,1,9.35,0,none,S,Mrs.
838,0,3,male,29.84760522,0,0,none,392092,1,8.05,0,none,S,Mr.
752,1,3,male,6,0,1,none,392096,1,12.475,121,E,S,Master.
824,1,3,female,27,0,1,none,392096,1,12.475,121,E,S,Mrs.
412,0,3,male,29.84760522,0,0,none,394140,1,6.8583,0,none,Q,Mr.
203,0,3,male,34,0,0,none,3101264,1,6.4958,0,none,S,Mr.
787,1,3,female,18,0,0,none,3101265,1,7.4958,0,none,S,Miss.
372,0,3,male,18,1,0,none,3101267,1,6.4958,0,none,S,Mr.
415,1,3,male,44,0,0,STON/O2.,3101269,1,7.925,0,none,S,Mr.
730,0,3,female,25,1,0,STON/O2.,3101271,1,7.925,0,none,S,Miss.
762,0,3,male,41,0,0,SOTON/O2,3101272,1,7.125,0,none,S,Mr.
591,0,3,male,35,0,0,STON/O2.,3101273,1,7.125,0,none,S,Mr.
434,0,3,male,17,0,0,STON/O2.,3101274,1,7.125,0,none,S,Mr.
244,0,3,male,22,0,0,STON/O2.,3101275,1,7.125,0,none,S,Mr.
105,0,3,male,37,2,0,none,3101276,1,7.925,0,none,S,Mr.
393,0,3,male,28,2,0,none,3101277,1,7.925,0,none,S,Mr.
86,1,3,female,33,3,0,none,3101278,2,15.85,0,none,S,Mrs.
207,0,3,male,32,1,0,none,3101278,2,15.85,0,none,S,Mr.
143,1,3,female,24,1,0,STON/O2.,3101279,2,15.85,0,none,S,Mrs.
404,0,3,male,28,1,0,STON/O2.,3101279,2,15.85,0,none,S,Mr.
174,0,3,male,21,0,0,STON/O2.,3101280,1,7.925,0,none,S,Mr.
69,1,3,female,17,4,2,none,3101281,1,7.925,0,none,S,Miss.
3,1,3,female,26,0,0,STON/O2.,3101282,1,7.925,0,none,S,Miss.
217,1,3,female,27,0,0,STON/O2.,3101283,1,7.925,0,none,S,Miss.
665,1,3,male,20,1,0,STON/O2.,3101285,1,7.925,0,none,S,Mr.
580,1,3,male,32,0,0,STON/O2.,3101286,1,7.925,0,none,S,Mr.
841,0,3,male,20,0,0,SOTON/O2,3101287,1,7.925,0,none,S,Mr.
745,1,3,male,31,0,0,STON/O2.,3101288,1,7.925,0,none,S,Mr.
401,1,3,male,39,0,0,STON/O2.,3101289,1,7.925,0,none,S,Mr.
817,0,3,female,23,0,0,STON/O2.,3101290,1,7.925,0,none,S,Miss.
637,0,3,male,32,0,0,STON/O2.,3101292,1,7.925,0,none,S,Mr.
383,0,3,male,32,0,0,STON/O2.,3101293,1,7.925,0,none,S,Mr.
116,0,3,male,21,0,0,STON/O2.,3101294,1,7.925,0,none,S,Mr.
51,0,3,male,7,4,1,none,3101295,6,39.6875,0,none,S,Master.
165,0,3,male,1,4,1,none,3101295,6,39.6875,0,none,S,Master.
267,0,3,male,16,4,1,none,3101295,6,39.6875,0,none,S,Mr.
639,0,3,female,41,0,5,none,3101295,6,39.6875,0,none,S,Mrs.
687,0,3,male,14,4,1,none,3101295,6,39.6875,0,none,S,Mr.
825,0,3,male,2,4,1,none,3101295,6,39.6875,0,none,S,Master.
529,0,3,male,39,0,0,none,3101296,1,7.925,0,none,S,Mr.
480,1,3,female,2,0,1,none,3101298,1,12.2875,0,none,S,Miss.
612,0,3,male,29.84760522,0,0,SOTON/O.Q.,3101305,1,7.05,0,none,S,Mr.
466,0,3,male,38,0,0,SOTON/O.Q.,3101306,1,7.05,0,none,S,Mr.
132,0,3,male,20,0,0,SOTON/O.Q.,3101307,1,7.05,0,none,S,Mr.
364,0,3,male,35,0,0,SOTON/O.Q.,3101310,1,7.05,0,none,S,Mr.
211,0,3,male,24,0,0,SOTON/O.Q.,3101311,1,7.05,0,none,S,Mr.
785,0,3,male,25,0,0,SOTON/O.Q.,3101312,1,7.05,0,none,S,Mr.
512,0,3,male,29.84760522,0,0,SOTON/OQ,3101316,1,8.05,0,none,S,Mr.
492,0,3,male,21,0,0,SOTON/OQ,3101317,1,7.25,0,none,S,Mr.
